PRICE,LAPTOP_CONDITION,LAPTOP_BRAND,LAPTOP_MODEL,DEDICATED_GPU,GPU_GENERAL,GPU_INTEGRATED,CPU,RAM_SIZE,RAM_TYPE,SSD_SIZE,HDD_SIZE,STORAGE_SIZE,STORAGE_TYPE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,CITY,POST_YEAR,POST_MONTH
75000000.0,BON TAT,NeedToBeFilled,IDEAPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 750S,4GB,NeedToBeFilled,128GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,EL TAREF,2021,10
33500000.0,JAMAIS UTILIS,NeedToBeFilled,AERO,NVIDIA GEFORCE RTX 3060,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I7 11800H,16GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,3840x2160,COLLO,2021,11
17000000.0,NeedToBeFilled,NeedToBeFilled,STEALTH,NVIDIA GEFORCE GTX 1060,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7 7700HQ,16GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,17.3,120Hz,Unknown,MECHERIA,2021,9
12000000.0,NeedToBeFilled,NeedToBeFilled,ROG,NVIDIA GEFORCE RTX 1650,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 7 5800HS,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,ES SENIA,2025,3
11000000.0,BON TAT,NeedToBeFilled,NeedToBeFilled,AMD RADEON RX 580,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 2400G,16GB,NeedToBeFilled,128GB,145GB,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,TIZI OUZOU,2024,10
9999999.0,NeedToBeFilled,NeedToBeFilled,XPS,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,10TH GEN INTEL CORE I5 10300H,8GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.0,60Hz,1920x1080,MOHAMMADIA,2025,2
9900000.0,NeedToBeFilled,NeedToBeFilled,THINKPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 7520U,8GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,CHELGHOUM LAID,2025,4
9000000.0,BON TAT,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I5,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,ALGER CENTRE,2025,7
8976378.0,JAMAIS UTILIS,NeedToBeFilled,SWORD,NVIDIA GEFORCE RTX 4070,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7 13700HX,16GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,MOSTAGANEM,2025,2
8400000.0,BON TAT,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I5 1145G7,8GB,DDR4,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,HAMMA BOUZIANE,2024,12
8000000.0,NeedToBeFilled,NeedToBeFilled,PAVILION,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 PRO 8540U,16GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13.0,60Hz,Unknown,BORDJ BOU ARRERIDJ,2024,10
8000000.0,NeedToBeFilled,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I5 1135G7,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,1920x1080,AIN FAKROUN,2025,3
7900000.0,BON TAT,NeedToBeFilled,ELITEBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 1235U,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.0,60Hz,Unknown,AIN SMARA,2025,5
7200000.0,JAMAIS UTILIS,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,10TH GEN INTEL CORE I5 10210U,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,TOLGA,2025,7
7000000.0,BON TAT,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 8365U,16GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.1,60Hz,Unknown,ALGER CENTRE,2025,7
6800000.0,BON TAT,NeedToBeFilled,THINKPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I7 1165G7,8GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.4,60Hz,Unknown,SOUK AHRAS,2024,11
6500000.0,NeedToBeFilled,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I5,8GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,12.0,60Hz,Unknown,Unknown,2024,8
6000000.0,BON TAT,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5,4GB,DDR3,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13.0,60Hz,Unknown,AIN AZEL,2022,12
6000000.0,BON TAT,NeedToBeFilled,VIVOBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 4500U,8GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BOUZAREAH,2025,7
6000000.0,NeedToBeFilled,NeedToBeFilled,THINKPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,8TH GEN INTEL CORE I5 8250U,8GB,DDR4,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,1920x1080,DJENDEL,2025,2
6000000.0,NeedToBeFilled,NeedToBeFilled,THINKPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,12TH GEN INTEL CORE I3,4GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.0,60Hz,Unknown,BEN MEHDI,2024,8
5800000.0,NeedToBeFilled,NeedToBeFilled,INSPIRON,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7,32GB,NeedToBeFilled,500GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.0,60Hz,Unknown,BAB EZZOUAR,2024,10
5649841.0,NeedToBeFilled,NeedToBeFilled,ROG,NVIDIA GEFORCE RTX 4060,NeedToBeFilled,NeedToBeFilled,INTEL CORE I9 13900H,16GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,MOSTAGANEM,2025,2
5600000.0,BON TAT,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 5600G,8GB,DDR4,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,EL TAREF,2025,3
5600000.0,BON TAT,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 5600G,8GB,DDR4,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BOUTELDJA,2025,3
5600000.0,BON TAT,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 5600G,8GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BOUTELDJA,2025,3
5500000.0,NeedToBeFilled,NeedToBeFilled,PROBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,10TH GEN INTEL CORE I5,8GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,1920x1080,GUELMA,2025,7
5000000.0,BON TAT,NeedToBeFilled,ELITEBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,8TH GEN INTEL CORE I5,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,DOUERA,2024,12
5000000.0,BON TAT,NeedToBeFilled,ASPIRE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,4TH GEN INTEL CORE I3 4005U,4GB,NeedToBeFilled,NeedToBeFilled,500GB,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,Unknown,MAZOUNA,2021,8
4500000.0,JAMAIS UTILIS,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I3 5005U,128GB,NeedToBeFilled,128GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,Unknown,AIN EL HADJAR,2025,4
4500000.0,BON TAT,NeedToBeFilled,ELITEBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,8TH GEN INTEL CORE I5 8350U,8GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,1920x1080,MOHAMMADIA,2025,7
4500000.0,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,7TH GEN INTEL CORE I5 7300U,8GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,Unknown,2024,9
4500000.0,BON TAT,NeedToBeFilled,PAVILION,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,6TH GEN INTEL CORE I5 6200U,8GB,NeedToBeFilled,250GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,BLIDA,2025,7
4000000.0,NeedToBeFilled,NeedToBeFilled,THINKPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 6300U,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,LAGHOUAT,2025,5
4000000.0,BON TAT,NeedToBeFilled,PAVILION,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I3 4005U,4GB,NeedToBeFilled,NeedToBeFilled,4TB,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,AIN OULMENE,2021,7
3550000.0,NeedToBeFilled,NeedToBeFilled,MACBOOK,APPLE 24-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M1 MAX,32GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,EL BIAR,2025,8
3500000.0,NeedToBeFilled,NeedToBeFilled,VECTOR,NVIDIA GEFORCE RTX 3070 TI,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7 12700H,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,1920x1080,ALGER CENTRE,2025,3
3500000.0,BON TAT,NeedToBeFilled,PROBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 3360M,4GB,DDR3,NeedToBeFilled,320GB,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,NEDROMA,2025,1
3000000.0,BON TAT,NeedToBeFilled,PAVILION,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 4210M,8GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.0,60Hz,Unknown,AIN BENIAN,2024,10
2900000.0,NeedToBeFilled,NeedToBeFilled,PAVILION,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CELERON,8GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BEJAIA,2024,9
2900000.0,BON TAT,NeedToBeFilled,IDEAPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD A6 7310 APU,4GB,NeedToBeFilled,128GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,17.0,60Hz,Unknown,EL OUED,2025,6
2500000.0,BON TAT,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5,8GB,NeedToBeFilled,128GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BOUZAREAH,2025,8
2500000.0,NeedToBeFilled,NeedToBeFilled,VIVOBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CELERON N3060,2GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,Unknown,2024,9
2500000.0,MOYEN,NeedToBeFilled,INSPIRON,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,8TH GEN INTEL CORE I5,8GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,CHLEF,2025,7
2400000.0,NeedToBeFilled,NeedToBeFilled,VIVOBOOK,NVIDIA GEFORCE GT 310,NeedToBeFilled,NeedToBeFilled,INTEL CORE I3 370M,4GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,Unknown,HRAOUA,2024,11
2000000.0,NeedToBeFilled,NeedToBeFilled,SPECTRE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7,32GB,NeedToBeFilled,1000GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,MESRA,2025,3
2000000.0,BON TAT,NeedToBeFilled,LATITUDE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5 M520,6GB,NeedToBeFilled,NeedToBeFilled,300GB,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,EL OUED,2025,6
2000000.0,NeedToBeFilled,NeedToBeFilled,THINKPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD 3020E,4GB,NeedToBeFilled,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,ROUIBA,2025,5
1900000.0,NeedToBeFilled,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,APPLE M2,16GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13.0,60Hz,Unknown,BOU ISMAIL,2024,11
1900000.0,NeedToBeFilled,NeedToBeFilled,LEGION,NVIDIA GEFORCE RTX 3070 TI,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 7,32GB,NeedToBeFilled,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,ANNABA,2024,8
1550000.0,JAMAIS UTILIS,NeedToBeFilled,VIVOBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 7 7730U,8GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,1920x1200,KHEMIS MILIANA,2024,8
1499000.0,JAMAIS UTILIS,NeedToBeFilled,IDEAPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13TH GEN INTEL CORE I7 13620H,16GB,LPDDR5,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,1920x1080,BAB EZZOUAR,2025,7
1495000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,128GB,NeedToBeFilled,8TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,KOUBA,2024,11
1450000.0,BON TAT,NeedToBeFilled,PAVILION,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I5,16GB,NeedToBeFilled,NeedToBeFilled,10TB,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,ALGER CENTRE,2025,1
1400000.0,BON TAT,NeedToBeFilled,NITRO,NVIDIA GEFORCE RTX 3050,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I5,16GB,NeedToBeFilled,1TB+240GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,MILIANA,2025,5
1300000.0,BON TAT,NeedToBeFilled,OMEN,NVIDIA GEFORCE RTX 2070 SUPER,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7 10750H,16GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,17.0,60Hz,Unknown,ANNABA,2025,5
1300000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 40-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,256GB,NeedToBeFilled,4TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,BAB EZZOUAR,2025,6
1250000.0,NeedToBeFilled,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,APPLE M1,8GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13.0,60Hz,Unknown,EL BIAR,2025,8
1234567.0,BON TAT,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,APPLE M1,8GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13.0,60Hz,Unknown,BIRKHADEM,2024,12
1223789.0,NeedToBeFilled,NeedToBeFilled,ELITEBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,8TH GEN INTEL CORE I5 8350U,16GB,NeedToBeFilled,250GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,1920x1080,LAGHOUAT,2025,1
1200000.0,MOYEN,NeedToBeFilled,IDEAPAD,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,6TH GEN INTEL CORE I3,4GB,NeedToBeFilled,128GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,12.0,60Hz,1920x1080,GUELMA,2025,7
1111111.0,BON TAT,NeedToBeFilled,INSPIRON,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,8TH GEN INTEL CORE I5,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,AIN OULMENE,2025,7
1100000.0,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,AMD RYZEN 5 5600G,16GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BORDJ GHEDIR,2025,2
1090000.0,JAMAIS UTILIS,NeedToBeFilled,ALIENWARE,NVIDIA GEFORCE RTX 5090,NeedToBeFilled,NeedToBeFilled,INTEL ULTRA 9 275HX,64GB,NeedToBeFilled,4TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BAB EZZOUAR,2025,8
1000000.0,BON TAT,NeedToBeFilled,TUF,NVIDIA GEFORCE GTX 1650,NeedToBeFilled,NeedToBeFilled,10TH GEN INTEL CORE I5 10400F,16GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,SOUGUEUR,2025,6
999999.0,NeedToBeFilled,NeedToBeFilled,INSPIRON,NVIDIA GEFORCE RTX 3050,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I5 11260H,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,AIN AZEL,2025,1
980000.0,JAMAIS UTILIS,NeedToBeFilled,STEALTH,NVIDIA GEFORCE RTX 5080,NeedToBeFilled,NeedToBeFilled,INTEL CORE ULTRA 9 285HX,64GB,NeedToBeFilled,4TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,ALGER CENTRE,2025,7
980000.0,JAMAIS UTILIS,NeedToBeFilled,ROG,NVIDIA GEFORCE RTX 5090,NeedToBeFilled,NeedToBeFilled,INTEL CORE ULTRA 9 275HX,32GB,DDR5,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,240Hz,3K,ALGER CENTRE,2025,6
950000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 40-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M4 MAX,48GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.2,60Hz,3456x2234,BAB EZZOUAR,2025,8
950000.0,NeedToBeFilled,NeedToBeFilled,GALAXY,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13TH GEN INTEL CORE I5,8GB,DDR4,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,1920x1080,BORDJ BOU ARRERIDJ,2025,7
940000.0,JAMAIS UTILIS,NeedToBeFilled,STEALTH,NVIDIA GEFORCE RTX 5080,NeedToBeFilled,NeedToBeFilled,INTEL CORE ULTRA 9 285HX,64GB,NeedToBeFilled,4TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,ALGER CENTRE,2025,7
897000.0,JAMAIS UTILIS,NeedToBeFilled,ZBOOK,NVIDIA RTX A3000,NeedToBeFilled,NeedToBeFilled,13TH GEN INTEL CORE I9 13900H,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,DRARIA,2025,1
880000.0,NeedToBeFilled,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,96GB,NeedToBeFilled,4TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,Unknown,2024,8
880000.0,NeedToBeFilled,NeedToBeFilled,SURFACE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,11TH GEN INTEL CORE I7,8GB,NeedToBeFilled,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BIR EL DJIR,2024,12
870000.0,NeedToBeFilled,NeedToBeFilled,SURFACE,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,12TH GEN INTEL CORE I5 1235U,8GB,DDR4,256GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13.5,60Hz,Unknown,ANNABA,2025,3
860000.0,JAMAIS UTILIS,NeedToBeFilled,STEALTH,NVIDIA GEFORCE RTX 5080,NeedToBeFilled,NeedToBeFilled,INTEL CORE ULTRA 9 285HX,64GB,DDR5,4TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,18.0,60Hz,3840x2160,BAB EZZOUAR,2025,8
850000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 38-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M2 MAX,128GB,NeedToBeFilled,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.2,60Hz,Unknown,BAB EZZOUAR,2025,4
850000.0,NeedToBeFilled,NeedToBeFilled,INSPIRON,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,13TH GEN INTEL CORE I5 1345U,16GB,NeedToBeFilled,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,15.6,60Hz,Unknown,MOSTAGANEM,2025,6
840000.0,JAMAIS UTILIS,NeedToBeFilled,BLADE,NVIDIA GEFORCE RTX 4090,NeedToBeFilled,NeedToBeFilled,14TH GEN INTEL CORE I9 14900HX,32GB,DDR5,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,18.0,300Hz,Unknown,BAB EZZOUAR,2025,7
830000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 40-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,128GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BAB EZZOUAR,2025,7
830000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 40-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,64GB,NeedToBeFilled,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,BAB EZZOUAR,2025,7
820000.0,JAMAIS UTILIS,NeedToBeFilled,ALIENWARE,NVIDIA GEFORCE RTX 4090,NeedToBeFilled,NeedToBeFilled,INTEL ULTRA 9 185H,32GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,240Hz,Unknown,ALGER CENTRE,2025,3
800000.0,BON TAT,NeedToBeFilled,PROBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,INTEL CORE I7 10510U,16GB,DDR4,512GB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,1920x1080,BIR EL DJIR,2024,10
800000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 40-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,64GB,NeedToBeFilled,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BAB EZZOUAR,2025,7
795000.0,JAMAIS UTILIS,NeedToBeFilled,BLADE,NVIDIA GEFORCE RTX 4090,NeedToBeFilled,NeedToBeFilled,INTEL CORE I9 14900HX,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,HUSSEIN DEY,2025,7
795000.0,JAMAIS UTILIS,NeedToBeFilled,BLADE,NVIDIA GEFORCE RTX 4090,NeedToBeFilled,NeedToBeFilled,INTEL CORE I9 14900HX,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,KOUBA,2025,8
795000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,APPLE M3 MAX,48GB,NeedToBeFilled,1TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,16.0,60Hz,Unknown,KOUBA,2024,11
795000.0,JAMAIS UTILIS,NeedToBeFilled,MACBOOK,APPLE 38-CORE GPU,NeedToBeFilled,NeedToBeFilled,APPLE M2 MAX,128GB,NeedToBeFilled,2TB,NeedToBeFilled,NeedToBeFilled,NeedToBeFilled,14.0,60Hz,Unknown,BAB EZZOUAR,2025,5
